bike_name,price,city,kms_driven,owner,age,power,brand
Honda Classic 350,492409,Pune,47425,First Owner,2,500,Honda
Honda Duke 200,330784,Kolkata,48243,Third Owner,14,350,Honda
KTM Classic 350,623522,Bangalore,41671,First Owner,17,650,KTM
KTM Shine 125cc,99545,Delhi,70893,First Owner,16,125,KTM
KTM Pulsar 150cc,95731,Jaipur,12638,First Owner,16,110,KTM
Royal Enfield FZ S,619885,Kolkata,66905,Second Owner,14,650,Royal Enfield
KTM Other Model,136996,Jaipur,39202,Third Owner,18,160,KTM
Other Shine 125cc,144371,Kolkata,30135,Second Owner,11,160,Other
Hero Splendor Plus,189233,Delhi,47506,Third Owner,17,220,Hero
Suzuki Access 125,201684,Mumbai,97957,Third Owner,3,220,Suzuki
Hero Duke 200,119011,Kolkata,95503,Third Owner,19,160,Hero
TVS Shine 125cc,160479,Mumbai,67636,Second Owner,2,180,TVS
TVS FZ S,484758,Ahmedabad,23449,Third Owner,12,500,TVS
Hero Duke 200,57535,Jaipur,98156,Second Owner,19,100,Hero
Royal Enfield Apache RTR 160,187633,Jaipur,15596,Fourth Owner,14,200,Royal Enfield
Yamaha Classic 350,485599,Kolkata,29356,Third Owner,10,500,Yamaha
Honda Pulsar 150cc,201416,Kolkata,63736,Second Owner,4,220,Honda
Hero FZ S,159281,Lucknow,90004,Third Owner,5,180,Hero
Yamaha Splendor Plus,166209,Chennai,9775,Fourth Owner,12,180,Yamaha
Suzuki Splendor Plus,466542,Pune,90604,Fourth Owner,12,500,Suzuki
Bajaj Classic 350,137948,Pune,32696,First Owner,2,150,Bajaj
Other Pulsar 150cc,341666,Lucknow,3378,First Owner,5,350,Other
TVS Shine 125cc,145437,Mumbai,6576,Fourth Owner,3,150,TVS
Royal Enfield Shine 125cc,87833,Lucknow,23802,First Owner,15,110,Royal Enfield
Royal Enfield FZ S,183374,Hyderabad,26999,Second Owner,15,200,Royal Enfield
Bajaj Apache RTR 160,161617,Bangalore,2671,Third Owner,15,180,Bajaj
Royal Enfield Apache RTR 160,174527,Ahmedabad,89101,Fourth Owner,8,200,Royal Enfield
TVS Splendor Plus,632209,Pune,46847,Second Owner,8,650,TVS
Honda Access 125,173812,Pune,3274,Fourth Owner,4,180,Honda
Bajaj Pulsar 150cc,149095,Chennai,7835,Second Owner,2,150,Bajaj
Royal Enfield Access 125,466150,Bangalore,70808,Third Owner,18,500,Royal Enfield
Hero Classic 350,101926,Delhi,60640,Fourth Owner,15,125,Hero
Bajaj Splendor Plus,129359,Delhi,75164,Fourth Owner,15,160,Bajaj
Other Other Model,139686,Mumbai,27880,Fourth Owner,3,150,Other
Hero FZ S,84256,Pune,18780,First Owner,14,100,Hero
Yamaha Pulsar 150cc,103296,Ahmedabad,50178,Third Owner,7,125,Yamaha
Honda Classic 350,152335,Jaipur,45064,First Owner,3,160,Honda
Bajaj Classic 350,157785,Bangalore,87733,First Owner,5,180,Bajaj
Suzuki Classic 350,334337,Hyderabad,32467,Second Owner,12,350,Suzuki
Hero Shine 125cc,346113,Delhi,12151,Fourth Owner,6,350,Hero
Hero Other Model,90577,Bangalore,23925,Third Owner,9,100,Hero
Hero Pulsar 150cc,87880,Kolkata,32330,Second Owner,17,110,Hero
Honda Classic 350,137359,Jaipur,40079,Third Owner,13,160,Honda
Yamaha Classic 350,192018,Ahmedabad,33541,First Owner,2,200,Yamaha
TVS Shine 125cc,340395,Lucknow,28134,Third Owner,8,350,TVS
Yamaha Access 125,132837,Jaipur,2782,First Owner,13,150,Yamaha
Royal Enfield Pulsar 150cc,329800,Chennai,17897,Third Owner,13,350,Royal Enfield
KTM Other Model,205465,Mumbai,66773,Third Owner,1,220,KTM
Royal Enfield Shine 125cc,80481,Hyderabad,97781,First Owner,14,110,Royal Enfield
Suzuki Pulsar 150cc,150129,Bangalore,73765,Second Owner,18,180,Suzuki
Honda Duke 200,75235,Chennai,77428,Third Owner,12,100,Honda
KTM FZ S,177014,Kolkata,45957,Fourth Owner,13,200,KTM
Yamaha Classic 350,98168,Chennai,19747,First Owner,11,110,Yamaha
TVS FZ S,158751,Ahmedabad,83242,Fourth Owner,3,180,TVS
Hero Duke 200,104286,Hyderabad,17607,First Owner,19,125,Hero
Bajaj Classic 350,86268,Pune,89281,Second Owner,19,125,Bajaj
KTM Classic 350,171645,Hyderabad,39520,Third Owner,5,180,KTM
Bajaj Access 125,146180,Ahmedabad,78708,First Owner,14,180,Bajaj
KTM FZ S,97962,Hyderabad,95736,First Owner,9,125,KTM
KTM Shine 125cc,111455,Pune,7969,Third Owner,7,125,KTM
KTM Duke 200,99235,Hyderabad,50335,Third Owner,19,125,KTM
Suzuki Access 125,195457,Mumbai,91679,Third Owner,7,220,Suzuki
Other Splendor Plus,128239,Ahmedabad,46436,Third Owner,19,160,Other
Suzuki FZ S,157689,Pune,24150,Third Owner,14,180,Suzuki
TVS Pulsar 150cc,92006,Chennai,69349,Second Owner,6,110,TVS
Bajaj Shine 125cc,202609,Lucknow,23547,Third Owner,8,220,Bajaj
Yamaha Other Model,626178,Pune,9866,Fourth Owner,17,650,Yamaha
Suzuki Other Model,129954,Chennai,50941,Fourth Owner,17,160,Suzuki
Bajaj Other Model,484752,Hyderabad,24981,Fourth Owner,13,500,Bajaj
Honda Apache RTR 160,111309,Chennai,8459,First Owner,12,125,Honda
Yamaha Access 125,628128,Pune,8499,Third Owner,19,650,Yamaha
Suzuki Other Model,495081,Delhi,29280,Third Owner,4,500,Suzuki
Suzuki Pulsar 150cc,75623,Jaipur,51798,Third Owner,18,100,Suzuki
Suzuki Splendor Plus,339879,Pune,48641,First Owner,5,350,Suzuki
Hero Other Model,161428,Lucknow,53123,Fourth Owner,9,180,Hero
Other Access 125,87756,Delhi,44689,Fourth Owner,14,110,Other
Royal Enfield Pulsar 150cc,161913,Chennai,63802,Third Owner,5,180,Royal Enfield
Yamaha Duke 200,81606,Hyderabad,26135,First Owner,11,100,Yamaha
Suzuki Duke 200,120877,Ahmedabad,74699,Second Owner,11,150,Suzuki
KTM Duke 200,153015,Lucknow,73658,First Owner,11,180,KTM
Yamaha Access 125,189656,Hyderabad,58604,Second Owner,3,200,Yamaha
KTM Shine 125cc,78236,Jaipur,67704,First Owner,12,100,KTM
Bajaj Duke 200,93260,Lucknow,65227,Third Owner,7,110,Bajaj
Yamaha Pulsar 150cc,160030,Pune,70792,Third Owner,6,180,Yamaha
Bajaj Classic 350,160041,Kolkata,97600,First Owner,18,200,Bajaj
Honda Pulsar 150cc,165427,Jaipur,40068,Fourth Owner,6,180,Honda
Royal Enfield Shine 125cc,616103,Chennai,78959,Third Owner,17,650,Royal Enfield
Royal Enfield Duke 200,84024,Kolkata,36397,Fourth Owner,19,110,Royal Enfield
Hero Duke 200,641473,Pune,8759,Third Owner,10,650,Hero
Royal Enfield Other Model,643056,Mumbai,7578,First Owner,9,650,Royal Enfield
Suzuki Shine 125cc,121962,Mumbai,76512,Second Owner,9,150,Suzuki
KTM Other Model,104985,Ahmedabad,44744,Third Owner,13,125,KTM
Royal Enfield Other Model,484067,Chennai,82968,Third Owner,3,500,Royal Enfield
KTM Duke 200,126607,Kolkata,53027,Second Owner,11,150,KTM
Honda Duke 200,89134,Pune,32140,Fourth Owner,2,100,Honda
KTM Classic 350,88828,Lucknow,80361,Second Owner,10,110,KTM
Other FZ S,194156,Pune,77265,First Owner,6,220,Other
Bajaj Shine 125cc,129921,Kolkata,55446,Third Owner,13,150,Bajaj
Yamaha Other Model,80046,Delhi,57287,First Owner,8,100,Yamaha
Hero Other Model,620590,Mumbai,58341,Fourth Owner,17,650,Hero
Suzuki Access 125,96528,Delhi,41714,Second Owner,7,110,Suzuki
Royal Enfield Shine 125cc,617924,Kolkata,93852,Second Owner,13,650,Royal Enfield
Bajaj Pulsar 150cc,124265,Kolkata,13778,First Owner,1,125,Bajaj
Other Apache RTR 160,206270,Ahmedabad,6527,Third Owner,9,220,Other
Hero Shine 125cc,617326,Chennai,53830,Second Owner,19,650,Hero
Hero Other Model,644488,Chennai,28088,Third Owner,2,650,Hero
Bajaj Classic 350,472098,Delhi,70873,Third Owner,16,500,Bajaj
Other FZ S,161932,Jaipur,60670,Second Owner,3,180,Other
Royal Enfield Splendor Plus,627073,Pune,43338,Second Owner,17,650,Royal Enfield
Royal Enfield Classic 350,191225,Lucknow,7960,Third Owner,7,200,Royal Enfield
Yamaha Shine 125cc,85101,Delhi,15062,Third Owner,9,100,Yamaha
TVS Duke 200,62689,Lucknow,94804,Fourth Owner,17,100,TVS
KTM Shine 125cc,332495,Hyderabad,85134,Second Owner,3,350,KTM
Suzuki Apache RTR 160,470940,Lucknow,75624,Third Owner,16,500,Suzuki
Suzuki Pulsar 150cc,98234,Ahmedabad,27315,First Owner,6,110,Suzuki
Suzuki Access 125,79659,Pune,66667,Second Owner,3,100,Suzuki
TVS Apache RTR 160,330479,Ahmedabad,52966,Fourth Owner,5,350,TVS
Yamaha Apache RTR 160,71289,Pune,86430,Third Owner,11,100,Yamaha
KTM Apache RTR 160,191235,Pune,26465,Fourth Owner,4,200,KTM
TVS Pulsar 150cc,138147,Hyderabad,6231,Third Owner,16,160,TVS
Hero Shine 125cc,493142,Hyderabad,11438,First Owner,6,500,Hero
Suzuki Other Model,172375,Pune,71223,Third Owner,9,200,Suzuki
Honda Shine 125cc,101869,Bangalore,52304,First Owner,12,125,Honda
Yamaha Other Model,129191,Lucknow,68295,Third Owner,19,160,Yamaha
Hero Pulsar 150cc,78210,Jaipur,67078,Third Owner,11,100,Hero
Hero FZ S,179987,Bangalore,58122,Second Owner,5,200,Hero
Honda Splendor Plus,480703,Ahmedabad,39502,Second Owner,16,500,Honda
KTM Other Model,321630,Ahmedabad,38307,First Owner,16,350,KTM
Hero Access 125,125756,Delhi,87889,Second Owner,19,160,Hero
TVS FZ S,187968,Kolkata,26186,Fourth Owner,11,200,TVS
Royal Enfield Duke 200,173546,Bangalore,17871,First Owner,5,180,Royal Enfield
Yamaha Other Model,68835,Bangalore,52880,Fourth Owner,17,100,Yamaha
Hero Access 125,149301,Bangalore,9122,Second Owner,6,160,Hero
Honda Other Model,86572,Bangalore,4076,Fourth Owner,14,100,Honda
TVS Other Model,119323,Lucknow,78501,Second Owner,11,150,TVS
Royal Enfield Access 125,82586,Pune,41628,First Owner,5,100,Royal Enfield
Suzuki Apache RTR 160,182375,Bangalore,55688,Second Owner,3,200,Suzuki
TVS Apache RTR 160,166377,Mumbai,67130,Fourth Owner,5,180,TVS
Honda Classic 350,107107,Lucknow,36652,First Owner,14,125,Honda
KTM Splendor Plus,128792,Kolkata,73455,Fourth Owner,4,150,KTM
TVS Duke 200,88759,Hyderabad,73179,Third Owner,11,110,TVS
Honda Access 125,91085,Delhi,24679,First Owner,8,100,Honda
Bajaj Shine 125cc,124976,Kolkata,27018,Second Owner,16,150,Bajaj
Suzuki Apache RTR 160,478615,Lucknow,13947,Third Owner,18,500,Suzuki
KTM Access 125,181937,Pune,84637,Fourth Owner,4,200,KTM
Other Duke 200,162360,Delhi,14994,Fourth Owner,17,180,Other
Other Access 125,191772,Pune,81826,Second Owner,14,220,Other
TVS Other Model,152571,Ahmedabad,84577,Second Owner,11,180,TVS
Bajaj Classic 350,107851,Kolkata,11168,First Owner,11,125,Bajaj
TVS FZ S,169124,Pune,28825,Second Owner,10,180,TVS
Suzuki Shine 125cc,147659,Lucknow,26140,First Owner,12,160,Suzuki
Royal Enfield Apache RTR 160,157091,Pune,22385,Fourth Owner,15,180,Royal Enfield
Hero Classic 350,102374,Hyderabad,39240,Second Owner,14,125,Hero
KTM Pulsar 150cc,212235,Pune,13019,Second Owner,3,220,KTM
KTM Pulsar 150cc,325542,Lucknow,83983,Second Owner,12,350,KTM
Other Shine 125cc,98475,Bangalore,20712,Third Owner,3,110,Other
Bajaj Other Model,209071,Ahmedabad,30577,Fourth Owner,9,220,Bajaj
KTM Splendor Plus,91114,Kolkata,20274,Fourth Owner,16,110,KTM
Bajaj Other Model,132008,Bangalore,31105,First Owner,10,150,Bajaj
TVS Classic 350,127440,Delhi,14414,Fourth Owner,18,150,TVS
KTM FZ S,134638,Hyderabad,42627,First Owner,5,150,KTM
TVS Pulsar 150cc,328419,Jaipur,23160,Third Owner,12,350,TVS
Suzuki Splendor Plus,79370,Lucknow,73623,Fourth Owner,12,110,Suzuki
KTM Duke 200,141690,Delhi,19379,Fourth Owner,17,160,KTM
Suzuki Shine 125cc,324478,Hyderabad,57761,Third Owner,11,350,Suzuki
TVS Apache RTR 160,83867,Mumbai,60839,Third Owner,13,110,TVS
Other Splendor Plus,88332,Kolkata,11014,Second Owner,9,100,Other
Yamaha Apache RTR 160,144258,Ahmedabad,99667,Second Owner,16,180,Yamaha
Bajaj Duke 200,210016,Pune,51822,Second Owner,4,220,Bajaj
KTM Duke 200,324986,Jaipur,65601,Third Owner,12,350,KTM
TVS Shine 125cc,199795,Hyderabad,54525,Third Owner,9,220,TVS
Yamaha Splendor Plus,89559,Kolkata,62463,First Owner,19,125,Yamaha
Hero FZ S,634123,Chennai,17185,First Owner,12,650,Hero
Honda Shine 125cc,317580,Ahmedabad,85756,Third Owner,17,350,Honda
Yamaha Other Model,131014,Lucknow,17774,Third Owner,13,150,Yamaha
TVS Shine 125cc,129232,Delhi,51925,Second Owner,9,150,TVS
TVS Other Model,337290,Lucknow,38963,Third Owner,8,350,TVS
Bajaj Pulsar 150cc,129537,Pune,16564,Third Owner,16,150,Bajaj
KTM Shine 125cc,195217,Pune,25756,Second Owner,1,200,KTM
Honda Pulsar 150cc,327751,Hyderabad,40914,Second Owner,12,350,Honda
Hero Apache RTR 160,133737,Lucknow,45751,Second Owner,18,160,Hero
Yamaha Duke 200,127059,Jaipur,91386,Third Owner,16,160,Yamaha
Royal Enfield Pulsar 150cc,470108,Chennai,69412,Second Owner,16,500,Royal Enfield
KTM Splendor Plus,68078,Jaipur,57578,Third Owner,18,100,KTM
Other Pulsar 150cc,461176,Chennai,95559,Third Owner,17,500,Other
Suzuki Pulsar 150cc,198701,Mumbai,23268,Fourth Owner,19,220,Suzuki
Royal Enfield Duke 200,144069,Lucknow,31478,Third Owner,14,160,Royal Enfield
TVS Apache RTR 160,345582,Lucknow,26897,Second Owner,3,350,TVS
Royal Enfield Other Model,75975,Kolkata,52317,First Owner,18,100,Royal Enfield
Other Access 125,126916,Jaipur,42592,Third Owner,15,150,Other
Yamaha Shine 125cc,219703,Ahmedabad,10815,Second Owner,2,220,Yamaha
Other Classic 350,185706,Ahmedabad,23687,Fourth Owner,5,200,Other
TVS Shine 125cc,471797,Lucknow,96276,Fourth Owner,7,500,TVS
Royal Enfield FZ S,138534,Jaipur,55634,Second Owner,2,150,Royal Enfield
Royal Enfield Duke 200,141802,Chennai,55065,Third Owner,2,150,Royal Enfield
KTM Splendor Plus,185896,Lucknow,37026,Fourth Owner,7,200,KTM
KTM Apache RTR 160,344021,Pune,18896,Third Owner,1,350,KTM
Royal Enfield Access 125,652153,Jaipur,2736,Second Owner,2,650,Royal Enfield
Other Access 125,172785,Kolkata,28861,Second Owner,2,180,Other
Honda Pulsar 150cc,472976,Delhi,24057,Third Owner,18,500,Honda
Yamaha Apache RTR 160,85145,Jaipur,10493,Third Owner,11,100,Yamaha
Yamaha Access 125,129518,Lucknow,12646,Second Owner,13,150,Yamaha
Hero Classic 350,137005,Bangalore,21435,Second Owner,4,150,Hero
Suzuki Duke 200,75637,Bangalore,97893,Second Owner,14,110,Suzuki
Bajaj Duke 200,134946,Jaipur,35858,Fourth Owner,5,150,Bajaj
Hero Other Model,152356,Hyderabad,21316,First Owner,19,180,Hero
Honda Classic 350,190798,Bangalore,9201,First Owner,6,200,Honda
Bajaj Access 125,165877,Pune,67590,Fourth Owner,3,180,Bajaj
Honda Duke 200,195039,Pune,82010,First Owner,11,220,Honda
Royal Enfield FZ S,140392,Kolkata,16238,Fourth Owner,15,160,Royal Enfield
Bajaj Pulsar 150cc,192538,Pune,17537,First Owner,8,200,Bajaj
Bajaj Splendor Plus,320260,Delhi,64689,First Owner,15,350,Bajaj
Hero Access 125,338514,Delhi,34702,First Owner,4,350,Hero
Yamaha FZ S,193879,Delhi,76945,First Owner,8,220,Yamaha
TVS FZ S,213047,Bangalore,29526,Second Owner,2,220,TVS
Yamaha FZ S,152830,Mumbai,5783,Fourth Owner,6,160,Yamaha
Royal Enfield Splendor Plus,187080,Lucknow,5379,Second Owner,12,200,Royal Enfield
Yamaha Other Model,128122,Jaipur,87660,First Owner,2,150,Yamaha
TVS Access 125,97209,Ahmedabad,4930,Second Owner,4,100,TVS
Honda Other Model,495425,Mumbai,26362,Fourth Owner,2,500,Honda
Yamaha Apache RTR 160,629899,Chennai,92096,First Owner,4,650,Yamaha
Hero Other Model,161796,Kolkata,84657,Third Owner,19,200,Hero
Bajaj Apache RTR 160,95369,Hyderabad,86141,Second Owner,16,125,Bajaj
Yamaha FZ S,82400,Bangalore,51786,Third Owner,19,110,Yamaha
Yamaha Shine 125cc,340746,Ahmedabad,8777,Third Owner,11,350,Yamaha
Suzuki Pulsar 150cc,80643,Mumbai,70356,First Owner,6,100,Suzuki
TVS Apache RTR 160,119951,Ahmedabad,70493,Third Owner,16,150,TVS
Other Shine 125cc,170072,Hyderabad,86409,Second Owner,9,200,Other
KTM Shine 125cc,201295,Ahmedabad,51273,First Owner,8,220,KTM
Honda Duke 200,319961,Delhi,59796,Second Owner,19,350,Honda
Bajaj Other Model,643010,Chennai,31174,Third Owner,1,650,Bajaj
Honda Splendor Plus,93812,Ahmedabad,52313,Fourth Owner,10,110,Honda
Royal Enfield Shine 125cc,101273,Pune,90015,First Owner,8,125,Royal Enfield
Royal Enfield Splendor Plus,172329,Lucknow,35903,First Owner,2,180,Royal Enfield
Other Splendor Plus,79460,Hyderabad,37701,First Owner,15,100,Other
Hero Apache RTR 160,195630,Jaipur,93811,Fourth Owner,7,220,Hero
KTM Other Model,143788,Chennai,50186,Second Owner,4,160,KTM
Honda Classic 350,333885,Pune,19292,Second Owner,14,350,Honda
Hero Splendor Plus,120381,Bangalore,50772,First Owner,15,150,Hero
Other Shine 125cc,179570,Mumbai,19935,Third Owner,12,200,Other
Royal Enfield Duke 200,128640,Jaipur,76748,Second Owner,3,150,Royal Enfield
Yamaha Classic 350,174448,Bangalore,27146,First Owner,3,180,Yamaha
Other Pulsar 150cc,329241,Lucknow,16476,Second Owner,19,350,Other
KTM FZ S,128709,Chennai,60140,Fourth Owner,7,150,KTM
Other Access 125,168526,Mumbai,47801,Third Owner,3,180,Other
Hero Splendor Plus,128592,Jaipur,93855,First Owner,8,160,Hero
Honda Classic 350,73840,Bangalore,51151,Third Owner,14,100,Honda
Bajaj Access 125,190213,Lucknow,39297,Second Owner,5,200,Bajaj
KTM Apache RTR 160,154215,Bangalore,93579,Fourth Owner,12,180,KTM
Bajaj Pulsar 150cc,130107,Kolkata,36760,Fourth Owner,10,150,Bajaj
TVS Apache RTR 160,127184,Lucknow,69802,First Owner,13,150,TVS
Other Shine 125cc,128177,Pune,73837,Fourth Owner,4,150,Other
Honda Access 125,631929,Jaipur,49143,Third Owner,9,650,Honda
Yamaha Splendor Plus,151238,Chennai,35660,Fourth Owner,4,160,Yamaha
Hero Duke 200,477419,Hyderabad,76256,Third Owner,11,500,Hero
Suzuki Splendor Plus,116463,Lucknow,95318,First Owner,11,150,Suzuki
Other FZ S,127135,Delhi,79752,Fourth Owner,4,150,Other
Bajaj Splendor Plus,637685,Kolkata,58509,Second Owner,5,650,Bajaj
Other Duke 200,119501,Pune,76668,Third Owner,12,150,Other
Hero Shine 125cc,142877,Jaipur,30035,Fourth Owner,1,150,Hero
Other Splendor Plus,632051,Chennai,15638,Third Owner,13,650,Other
TVS Splendor Plus,163528,Bangalore,22908,Fourth Owner,11,180,TVS
Other Shine 125cc,78981,Pune,53148,Second Owner,16,110,Other
TVS Shine 125cc,135842,Pune,68611,Second Owner,10,160,TVS
Hero Pulsar 150cc,333935,Pune,26687,Fourth Owner,10,350,Hero
Royal Enfield Apache RTR 160,490411,Kolkata,61888,Third Owner,2,500,Royal Enfield
Hero Other Model,191750,Pune,79202,Second Owner,16,220,Hero
KTM Shine 125cc,123999,Lucknow,29755,First Owner,16,150,KTM
Other Classic 350,178395,Jaipur,49425,Second Owner,7,200,Other
Other Other Model,195171,Jaipur,15240,Second Owner,2,200,Other
TVS Classic 350,137530,Lucknow,40126,Fourth Owner,14,160,TVS
Other Access 125,146096,Bangalore,35291,Fourth Owner,6,160,Other
Hero Classic 350,96931,Lucknow,97952,Second Owner,5,125,Hero
Bajaj Classic 350,110002,Kolkata,28365,Second Owner,6,125,Bajaj
Hero Apache RTR 160,95933,Bangalore,28704,Second Owner,1,100,Hero
TVS Shine 125cc,484742,Bangalore,42932,Second Owner,2,500,TVS
TVS Classic 350,324411,Ahmedabad,93459,First Owner,3,350,TVS
TVS Shine 125cc,84139,Mumbai,62309,Third Owner,11,110,TVS
Yamaha Access 125,120553,Ahmedabad,3800,Second Owner,1,125,Yamaha
Honda Apache RTR 160,343247,Hyderabad,21990,First Owner,7,350,Honda
KTM Pulsar 150cc,122769,Chennai,53118,First Owner,15,150,KTM
Suzuki Pulsar 150cc,136495,Kolkata,38035,Second Owner,13,160,Suzuki
Honda Apache RTR 160,114630,Jaipur,6593,Third Owner,11,125,Honda
KTM FZ S,474996,Jaipur,78007,First Owner,5,500,KTM
Bajaj Other Model,634253,Delhi,4449,Fourth Owner,16,650,Bajaj
Other Splendor Plus,173196,Lucknow,68429,Second Owner,14,200,Other
KTM Access 125,178475,Delhi,98491,Fourth Owner,17,220,KTM
Other Pulsar 150cc,108775,Ahmedabad,4206,Second Owner,17,125,Other
Honda Shine 125cc,72683,Hyderabad,95355,First Owner,11,100,Honda
TVS Pulsar 150cc,125873,Mumbai,52269,Second Owner,17,150,TVS
KTM Apache RTR 160,134394,Jaipur,70023,Second Owner,7,160,KTM
Royal Enfield Shine 125cc,91984,Lucknow,10839,Fourth Owner,5,100,Royal Enfield
KTM Apache RTR 160,185534,Bangalore,3943,Fourth Owner,10,200,KTM
Yamaha Shine 125cc,164419,Lucknow,80157,Third Owner,3,180,Yamaha
Hero Apache RTR 160,473373,Mumbai,80812,Fourth Owner,10,500,Hero
KTM Access 125,319304,Ahmedabad,95178,Fourth Owner,13,350,KTM
Yamaha Other Model,326501,Bangalore,20154,Fourth Owner,18,350,Yamaha
Other Access 125,340028,Ahmedabad,7038,Fourth Owner,9,350,Other
Suzuki Duke 200,143090,Mumbai,5779,First Owner,17,160,Suzuki
Yamaha Other Model,91176,Mumbai,11607,First Owner,17,110,Yamaha
Bajaj Splendor Plus,617157,Ahmedabad,79328,Third Owner,16,650,Bajaj
Suzuki Splendor Plus,85946,Delhi,49388,Third Owner,10,110,Suzuki
Suzuki Splendor Plus,190868,Pune,9973,First Owner,9,200,Suzuki
Yamaha Shine 125cc,77118,Jaipur,86242,First Owner,9,100,Yamaha
Suzuki Pulsar 150cc,139315,Delhi,23011,Fourth Owner,11,150,Suzuki
Honda Classic 350,635263,Lucknow,76537,Third Owner,2,650,Honda
KTM Pulsar 150cc,82055,Chennai,74090,Third Owner,10,110,KTM
Yamaha Pulsar 150cc,88182,Bangalore,15782,Fourth Owner,18,110,Yamaha
TVS Access 125,182753,Ahmedabad,22971,Third Owner,13,200,TVS
TVS Access 125,134453,Lucknow,57808,Third Owner,1,150,TVS
Royal Enfield FZ S,165757,Bangalore,89965,Fourth Owner,13,200,Royal Enfield
Royal Enfield Classic 350,121156,Delhi,36495,First Owner,18,150,Royal Enfield
Honda Apache RTR 160,616886,Lucknow,71923,Third Owner,18,650,Honda
Royal Enfield Other Model,137089,Bangalore,92305,Second Owner,9,160,Royal Enfield
Hero Access 125,624940,Chennai,87628,First Owner,6,650,Hero
Royal Enfield Pulsar 150cc,181539,Bangalore,83101,Second Owner,2,200,Royal Enfield
Other Apache RTR 160,181166,Hyderabad,94713,First Owner,17,220,Other
KTM Classic 350,328105,Mumbai,1111,First Owner,18,350,KTM
Royal Enfield Duke 200,108358,Mumbai,98744,Third Owner,19,150,Royal Enfield
Bajaj Other Model,73843,Mumbai,76737,Third Owner,9,100,Bajaj
TVS Pulsar 150cc,83276,Chennai,68193,Fourth Owner,16,110,TVS
Royal Enfield Classic 350,141311,Chennai,32954,Third Owner,15,160,Royal Enfield
Bajaj Classic 350,103499,Hyderabad,48375,First Owner,1,110,Bajaj
Suzuki Splendor Plus,337435,Jaipur,34670,Second Owner,8,350,Suzuki
TVS Shine 125cc,140921,Delhi,24265,First Owner,14,160,TVS
KTM FZ S,66479,Hyderabad,64853,First Owner,16,100,KTM
Suzuki FZ S,84586,Hyderabad,68198,Second Owner,13,110,Suzuki
Suzuki Classic 350,97616,Bangalore,30409,First Owner,19,125,Suzuki
Yamaha Splendor Plus,72692,Mumbai,17030,Third Owner,19,100,Yamaha
Other Splendor Plus,609312,Jaipur,96246,Second Owner,19,650,Other
Hero Apache RTR 160,130304,Pune,99033,First Owner,9,160,Hero
TVS Duke 200,339166,Hyderabad,40349,Fourth Owner,7,350,TVS
Hero FZ S,150740,Lucknow,96528,Fourth Owner,8,180,Hero
TVS FZ S,139910,Kolkata,17539,Third Owner,13,160,TVS
Yamaha Duke 200,621608,Lucknow,54860,First Owner,17,650,Yamaha
Other Duke 200,95658,Lucknow,60349,Fourth Owner,7,110,Other
Other Classic 350,118140,Pune,6452,Third Owner,7,125,Other
KTM Shine 125cc,86889,Chennai,66029,Third Owner,1,100,KTM
KTM Access 125,86668,Hyderabad,84259,First Owner,6,110,KTM
Hero Other Model,200185,Chennai,61660,Fourth Owner,4,220,Hero
Hero Pulsar 150cc,146463,Chennai,41874,Third Owner,2,160,Hero
Royal Enfield FZ S,129053,Kolkata,58069,Third Owner,10,150,Royal Enfield
Other Access 125,95997,Bangalore,9230,Fourth Owner,10,110,Other
KTM FZ S,324340,Jaipur,40188,First Owner,13,350,KTM
KTM Classic 350,184993,Mumbai,87612,Fourth Owner,13,220,KTM
Bajaj Classic 350,99414,Delhi,43141,Fourth Owner,5,110,Bajaj
Royal Enfield Apache RTR 160,134234,Chennai,63231,Second Owner,17,160,Royal Enfield
Bajaj Apache RTR 160,176484,Delhi,2550,Second Owner,2,180,Bajaj
Hero Pulsar 150cc,201542,Hyderabad,19000,Second Owner,13,220,Hero
Other FZ S,153526,Mumbai,30061,Second Owner,4,160,Other
Other Pulsar 150cc,494481,Pune,9367,Fourth Owner,8,500,Other
Royal Enfield Apache RTR 160,97669,Mumbai,87180,First Owner,5,125,Royal Enfield
Suzuki Shine 125cc,491835,Jaipur,16997,Fourth Owner,6,500,Suzuki
Honda Classic 350,315503,Lucknow,74133,First Owner,17,350,Honda
Royal Enfield Shine 125cc,132466,Kolkata,34947,Fourth Owner,12,150,Royal Enfield
Hero FZ S,83573,Jaipur,95803,First Owner,12,110,Hero
Other Classic 350,148338,Ahmedabad,73104,Fourth Owner,2,160,Other
Other Pulsar 150cc,148338,Jaipur,57652,Third Owner,4,160,Other
Honda Splendor Plus,345448,Mumbai,29852,Third Owner,3,350,Honda
Suzuki Duke 200,160707,Hyderabad,29957,Fourth Owner,17,180,Suzuki
TVS Classic 350,105125,Chennai,11377,First Owner,5,110,TVS
Suzuki Pulsar 150cc,170668,Delhi,9019,Second Owner,12,180,Suzuki
Honda Classic 350,340116,Pune,42058,Fourth Owner,2,350,Honda
Suzuki Apache RTR 160,218427,Jaipur,4778,First Owner,3,220,Suzuki
KTM Splendor Plus,334374,Mumbai,62276,Fourth Owner,1,350,KTM
KTM Shine 125cc,90803,Bangalore,38344,Fourth Owner,14,110,KTM
Suzuki Duke 200,314830,Ahmedabad,88469,Fourth Owner,18,350,Suzuki
